Source,Original ID,Acceptability,Original annotation,Sentence,Material added
SoD-Verb3,14.107b',0,*,"Wachten, op zijn boeken doet hij al weken.",0
SoD-Verb3,14.109b,0,*,Ik weet dat Jan daar graag schaakt op zijn club.,1
SoD-Verb3,14.109c'',0,*,"Schaken, op zijn club doet Jan graag.",0
SoD-Verb3,14.111a,0,*,Jan heeft het boek gelezen zorgvuldig.,0
SoD-Verb3,14.119a,0,*,"Jan en Peter vinden ze erg knap, zichzelf.",0
SoD-Verb3,14.122a,0,*,"Hij heeft het gelezen, dat boek van Peter.",0
SoD-Verb3,14.125a',0,*,"Jan heeft haar bezocht, waarschijnlijk Marie.",0
SoD-Verb3,14.125b',0,*,"Jan heeft haar bezocht, Marie toch?",0
SoD-Verb3,14.127b,0,*,"Jan, die weet ik niet wie of geholpen heeft.",0
SoD-Verb3,14.130b,0,*,"Ik heb hem en zijn vrouw niet gezien, Jan.",0
SoD-Verb3,14.130b',0,*,"Ik heb zijn vrouw niet gezien, Jan.",0
SoD-Verb3,14.132b,0,*,"Ik denk dat Jan verlangt, waarschijnlijk naar meer informatie.",1
SoD-Verb3,14.134b,0,*,"Ik denk dat ik hem morgen ontmoet, (althans) waarschijnlijk, Peter.",1
SoD-Verb3,14.136d,0,*?,Ik denk dat Jan vertrekt morgen waarschijnlijk.,1
SoD-Verb3,14.136d',0,*?,Ik denk dat Jan vertrekt waarschijnlijk morgen.,1
SoD-Noun1,2.2b,1,,De langdurige behandeling van Jan in het ziekenhuis is voorbij.,1
SoD-Noun1,2.2c,1,,Dat was het bericht dat Jan ziek geworden was dat net binnenkwam.,1
SoD-Noun1,2.6b',1,,Marie koopt een krant.,0
SoD-Noun1,2.6c',1,,Jan geeft Marie een boek.,0
SoD-Noun1,2.7a,1,,Jan is een genie.,0
SoD-Noun1,2.7b,1,,Ik vind Jan een genie.,0
SoD-Noun1,2.8b,1,,Ik vind de man een genie.,0
SoD-Noun1,2.9a,1,,Er loopt een man op straat.,0
SoD-Noun1,2.11a,0,*?,Jan is de vader.,0
SoD-Noun1,2.11a',1,,Ik ontmoette gisteren de vader van Marie.,0
SoD-Noun1,2.11a',0,*?,Ik ontmoette gisteren de vader.,0
SoD-Noun1,2.11b,1,,Jan bewonderde de vorm van de ijsberg.,0
SoD-Noun1,2.12a',1,,Dit is Rembrandts schets van de Amstel.,1
SoD-Noun1,2.12b',1,,Dit is Boons gedicht over de kleine Eva.,1
SoD-Noun1,2.13a',1,,Jan behandelde de patiënt.,0
SoD-Noun1,2.13b',1,,Jans behandeling van de patiënt was goed.,1
SoD-Noun1,2.14a',1,,De kinderen huilen.,0
SoD-Noun1,2.14b',1,,Ik hoor het huilen van de kinderen.,1
SoD-Noun1,2.15a',1,,Jan schrijft een boek.,0
SoD-Noun1,2.16b',1,,Ik ken de hoogte van de toren.,1
SoD-Noun1,2.18a,1,,Ik hoorde over de behandeling van Jan.,1
SoD-Noun1,2.18b,1,,Ik kocht het schilderij van de Amstel.,1
SoD-Noun1,2.18c,1,,Dit is het gedicht over de kleine Eva.,1
SoD-Noun1,2.19a,1,,Ik hoorde het gehuil van Jan.,1
SoD-Noun1,2.19b,1,,Het zoeken van Jan naar de waarheid was vruchteloos.,1
SoD-Noun1,2.19c,0,??,Ik hoorde over de behandeling van de dokter van Jan.,1
SoD-Noun1,2.19c',1,,Ik hoorde over de behandeling van Jan door de dokter.,1
SoD-Noun1,2.20a,1,,Dit is het schilderij van Rembrandt.,1
SoD-Noun1,2.20b,1,,Dit is het gedicht van Louis-Paul Boon.,1
SoD-Noun1,2.21a,1,,Hij is de vader van Marie.,1
SoD-Noun1,2.21b,1,,Ik teken de vorm van de ijsberg.,1
SoD-Noun1,2.22a,1,,Ik hoorde Jans gehuil.,1
SoD-Noun1,2.22b',1,,Ik hoorde over zijn behandeling van Jan.,1
SoD-Noun1,2.23a,1,,Dit is Rembrandts schilderij.,1
SoD-Noun1,2.23a',1,,Dit is zijn schilderij.,1
SoD-Noun1,2.23b,1,,Dit is Louis-Paul Boons gedicht.,1
SoD-Noun1,2.23b',1,,Dit is zijn gedicht.,1
SoD-Noun1,2.24a,1,,Ik hoorde over Jans behandeling.,1
SoD-Noun1,2.24a,1,,Ik hoorde over zijn behandeling.,1
SoD-Noun1,2.24b,1,,Dit is zijn foto.,1
SoD-Noun1,2.26a,1,,Dit is de foto van Jan.,1
SoD-Noun1,2.26b,1,,Dit is de foto van de Amstel.,1
SoD-Noun1,2.26b',0,*,Dit is de Amstels foto.,1
SoD-Noun1,2.27a',1,,Hij is Maries vader.,1
SoD-Noun1,2.27b,1,,Ik tekende de vorm van de berg.,1
SoD-Noun1,2.27b',0,*,Ik tekende de berg's vorm.,1
SoD-Noun1,2.29b,0,*?,Dit is het gedicht door Louis-Paul Boon.,1
SoD-Noun1,2.30a,1,,Jan stuurt de koningin een verzoekschrift.,0
SoD-Noun1,2.30b,1,,Jan schenkt zijn moeder een stevige borrel in.,0
SoD-Noun1,2.30b,1,,Jan schenkt een stevige borrel voor zijn moeder in.,0
SoD-Noun1,2.30b',1,,Hij zorgde voor het inschenken van een stevige borrel voor zijn moeder.,1
SoD-Noun1,2.31,1,,Jan jaagt op groot wild.,0
SoD-Noun1,2.31,1,,Jan reist dagelijks naar Amsterdam.,0
SoD-Noun1,2.31,1,,De jagers op groot wild keerden terug.,1
SoD-Noun1,2.31,1,,De trein vervoerde reizigers naar Amsterdam.,1
SoD-Noun1,2.31,1,,Ik denk vaak aan het jagen op groot wild.,1
SoD-Noun1,2.31,1,,Het dagelijks reizen naar Amsterdam werd vermoeiend.,1
SoD-Noun1,2.31,1,,De reis naar Amsterdam duurde enkele uren.,1
SoD-Noun1,2.31,1,,Dat gejaag op groot wild is betreurend.,1
SoD-Noun1,2.31,1,,Ik raak zat van het dagelijks gereis naar Amsterdam.,1
SoD-Noun1,2.32a',1,,Ik leef mee met Peters behoefte aan rust.,1
SoD-Noun1,2.32b',1,,Ik begrijp haar begeerte naar macht.,1
SoD-Noun1,2.32c',1,,Ik begrijp zijn haat jegens zijn rivaal.,1
SoD-Noun1,2.32d,1,,Jan bezocht zijn grootvader.,0
SoD-Noun1,2.32d',1,,Ik hoorde over Jans bezoek aan zijn vader.,1
SoD-Noun1,2.32e',1,,Ik ben blij met Peters vertrouwen in mij.,1
SoD-Noun1,2.33b,1,,Het bezoeken van voetbalwedstrijden doe ik regelmatig.,1
SoD-Noun1,2.33c,0,??,Ik hoorde over dat gehaat van vreemdelingen door autochtonen.,1
SoD-Noun1,2.34a,1,,Peter heeft behoefte aan rust.,0
SoD-Noun1,2.34c,1,,Hij voelt haat jegens zijn rivaal.,0
SoD-Noun1,2.34c,1,,Hij koestert haat jegens zijn rivaal.,0
SoD-Noun1,2.34d,1,,Jan bracht een bezoek aan zijn vader in het ziekenhuis.,0
SoD-Noun1,2.34e,1,,Peter heeft vertrouwen in mij.,0
SoD-Noun1,2.34e,1,,Peter stelt vertrouwen in mij.,0
SoD-Noun1,2.36a,1,,Aardappels eten is gezond.,0
SoD-Noun1,2.36a',0,*?,Eten van aardappels is gezond.,0
SoD-Noun1,2.36b',1,,Het eten van aardappels is niet zo populair meer.,0
SoD-Noun1,2.37a,0,*,Bladeren vallen betekent het begin van de herfst.,0
SoD-Noun1,2.37b,0,*,Een kind overlijden is altijd een tragische gebeurtenis.,0
SoD-Noun1,2.38a,1,,Het vallen van de bladeren betekent het begin van de herfst.,0
SoD-Noun1,2.38a,0,*?,Vallen van de bladeren betekent het begin van de herfst.,0
SoD-Noun1,2.38b,1,,Het overlijden van een kind is altijd een tragische gebeurtenis.,0
SoD-Noun1,2.38b',1,,Jans plotselinge overlijden schokte iedereen.,0
SoD-Noun1,2.38b',1,,Zijn plotselinge overlijden schokte iedereen.,0
SoD-Noun1,2.39b,1,,Een bonus geven aan werknemers kan stimulerend werken.,0
SoD-Noun1,2.39c,0,*?,Geven van een bonus aan werknemers kan stimulerend werken.,0
SoD-Noun1,2.43a,1,,Ik weet dat Marie het boek geschreven heeft.,1
SoD-Noun1,2.44a,1,,Ik heb de schrijfster van het boek gezien.,1
SoD-Noun1,2.44b,1,,Ik heb de behandeling van de patiënt door de arts gezien.,1
SoD-Noun1,2.45a,1,,Ik hoorde dat Peter om een snoepje zeurde.,1
SoD-Noun1,2.45a,1,,Ik hoorde dat Peter zeurde om een snoepje.,1
SoD-Noun1,2.45b,1,,Ik hoorde het gezeur van Peter om een snoepje.,1
SoD-Noun1,2.46a,1,,Het om snoepjes zeuren is een favoriete bezigheid van kinderen.,1
SoD-Noun1,2.46b,1,,Het zeuren om snoepjes is niet altijd succesvol.,1
SoD-Noun1,2.48a,1,,Zij hebben hun werknemers een bonus gegeven.,0
SoD-Noun1,2.48b',0,*,Een bonus werknemers geven kan stimulerend werken.,0
SoD-Noun1,2.48c',0,*,Bonussen werknemers geven kan stimulerend werken.,0
SoD-Noun1,2.49a,1,,Zij hebben een bonus aan hun werknemers gegeven.,0
SoD-Noun1,2.49a',1,,Zij hebben aan hun werknemers een bonus gegeven.,0
SoD-Noun1,2.49b,1,,Een bonus aan werknemers geven kan stimulerend werken.,0
SoD-Noun1,2.49b',1,,Aan werknemers een bonus geven kan stimulerend werken.,0
SoD-Noun1,2.59c',0,??,Het aan werknemers bonussen geven is hier niet gebruikelijk.,0
SoD-Noun1,2.50b,0,*?,Het geven aan werknemers van bonussen is hier niet gebruikelijk.,0
SoD-Noun1,2.55a,1,,Het kopen van een krant doet hij dagelijks.,1
SoD-Noun1,2.56a,1,,Dit is de fiets van Jan.,1
SoD-Noun1,2.56b,1,,Dat is de krant van gisteren.,1
SoD-Noun1,2.57a,1,,Ik heb de moeder van Els gezien.,0
SoD-Noun1,2.57b,1,,De kaft van mijn boek is gescheurd.,0
SoD-Noun1,2.58a,1,,Dit zijn Rembrandts schilderijen van Titus.,1
SoD-Noun1,2.58b,1,,Dit is Multatuli’s verhaal over Woutertje Pieterse.,1
SoD-Noun1,2.59a,1,,Het kantoor op de hoek is van de directeur.,1
SoD-Noun1,2.59a',1,,Er wordt een kantoor gebouwd op de hoek.,0
SoD-Noun1,2.59b,1,,Ik neem de trein uit Amsterdam.,1
SoD-Noun1,2.59b,1,,Ik neem de trein naar Amsterdam.,1
SoD-Noun1,2.59b',1,,Ik reis graag met de trein.,0
SoD-Noun1,2.59c,1,,Ik heb gisteren een meisje met rood haar ontmoet.,1
SoD-Noun1,2.59c',1,,Ik heb gisteren een meisje ontmoet.,0
SoD-Noun1,2.60a,1,,Ik ken lijders aan pleinvrees.,1
SoD-Noun1,2.60a',1,,Els lijdt aan pleinvrees.,0
SoD-Noun1,2.60b',1,,Jan reist naar Amsterdam.,0
SoD-Noun1,2.61b,1,,Ik heb de vernietiging van deze stad meegemaakt.,0
SoD-Noun1,2.64a,1,,Ik heb een been gebroken.,0
SoD-Noun1,2.64a,1,,Ik heb mijn been gebroken.,0
SoD-Noun1,2.64c,1,,Dat felle licht geeft hem pijn in het hoofd.,0
SoD-Noun1,2.64c,1,,Dat felle licht geeft hem pijn in zijn hoofd.,0
SoD-Noun1,2.65a,1,,Jan heeft een neus gebroken.,0
SoD-Noun1,2.65b,1,,Jan heeft het been gebroken.,0
SoD-Noun1,2.65c,1,,Jan heeft het linkerbeen gebroken.,0
SoD-Noun1,2.65a,0,*,Een neus van Jan is gebroken.,1
SoD-Noun1,2.66b,0,??,Peter schopte mij tegen het been.,0
SoD-Noun1,2.67a,1,,Moeders zijn altijd gauw ongerust.,0
SoD-Noun1,2.68a,1,,Een goede moeder doet zoiets niet.,0
SoD-Noun1,2.68a,0,*,Een goede moeder van Jan doet zoiets niet.,0
SoD-Noun1,2.69a,1,,Zij is een goede moeder.,0
SoD-Noun1,2.69b,1,,Hij wordt beschouwd als een verantwoordelijke vader.,0
SoD-Noun1,2.69b,0,*,Hij wordt beschouwd als een verantwoordelijke vader van Jan.,0
SoD-Noun1,2.69c,1,,Peter is de ideale echtgenoot.,0
SoD-Noun1,2.70a,1,,Piet rookte gisteren deze sigaren.,0
SoD-Noun1,2.70a',1,,De roker van deze sigaren heeft een verfijnde smaak.,1
SoD-Noun1,2.70b,1,,Piet rookt.,0
SoD-Noun1,2.71a,1,,Iedere moeder houdt van haar kind.,0
SoD-Noun1,2.71b,1,,Geen vader doet z’n kind zoiets aan.,0
SoD-Noun1,2.72a,1,,Alle moeders kwamen te laat.,0
SoD-Noun1,2.73b,1,,Er ligt een dampkring om de aarde.,0
SoD-Noun1,2.74b,1,,Het ruimteschip keerde terug in de dampkring.,0
SoD-Noun1,2.75a,1,,Mijn oom is hondenfokker.,0
SoD-Noun1,2.75a,0,*,Mijn oom is hondenfokker van terriërs.,0
SoD-Noun1,2.75b,1,,De krantenverkoper deed goede zaken.,0
SoD-Noun1,2.75b,0,*,De krantenverkoper van ochtendbladen deed goede zaken.,0
SoD-Noun1,2.75c,1,,De bordenwassers staakten voor meer loon.,0
SoD-Noun1,2.75c,0,*,De bordenwassers van soepborden staakten voor meer loon.,0
SoD-Noun1,2.76a,0,*,De plotselinge prijsstijging veroorzaakte veel paniek.,0
SoD-Noun1,2.76c,1,,De hertenjacht zou verboden moeten worden.,0
SoD-Noun1,2.76c,0,??,De hertenjacht op jong wild zou verboden moeten worden.,0
SoD-Noun1,2.77a,1,,Mijn broer is broodschrijver.,0
SoD-Noun1,2.77b,1,,Dit is een schilderij van een voetschilder.,0
SoD-Noun1,2.78b,1,,De patiëntenbehandeling van die arts liet veel te wensen over.,0
SoD-Noun1,2.79,1,,Het bedrijf was schuldig aan leeftijdsdiscriminatie van oudere werknemers.,0
SoD-Verb2,5.505a,1,,Jan belooft een goed mens te worden.,0
SoD-Verb2,5.505b,1,,Jan belooft het huis te kopen.,0
SoD-Verb2,5.506a,1,,Jan dreigt een slecht mens te worden.,0
SoD-Verb2,5.506b,1,,Jan dreigt het huis te kopen.,0
SoD-Verb2,5.509a,1,,Ik hoorde dat Jan belooft een goed mens te worden.,1
SoD-Verb2,5.509b,1,,Ik hoorde dat Jan een goed mens belooft te worden.,1
SoD-Verb2,5.510a,1,,Jan belooft Marie een goed mens te worden.,0
SoD-Verb2,5.510b,1,,Ik hoorde dat Jan Marie belooft een goed mens te worden.,1
SoD-Verb2,5.511a,1,,De gemeente dreigt het kraakpand te slopen.,0
SoD-Verb2,5.512a,1,,De gemeente dreigt om het kraakpand te slopen.,0
SoD-Verb2,5.512b,1,,De gemeente dreigt ermee het kraakpand te slopen.,0
SoD-Verb2,5.513a,1,,Ik las dat de gemeente dreigt het kraakpand te slopen.,1
SoD-Verb2,5.513b,1,,Ik las dat de gemeente het kraakpand dreigt te slopen.,1
SoD-Verb2,5.514a,1,,Er werd gedreigd het kraakpand te slopen.,0
SoD-Verb2,5.514b,1,,Het kraakpand dreigde gesloopt te worden.,0
SoD-Verb2,5.515a,1,,De gemeente belooft het kraakpand te slopen.,0
SoD-Verb2,5.516a,1,,Er werd door de gemeente beloofd het kraakpand te slopen.,0
SoD-Verb2,5.516b,0,*,De gemeente belooft gesloopt te worden.,0
SoD-Verb2,5.517a,1,,Jan heeft geprobeerd dat boek te lezen.,0
SoD-Verb2,5.517b,1,,Jani heeft dat boek proberen te lezen.,0
SoD-Verb2,5.518a,1,,Jan heeft dat geprobeerd.,0
SoD-Verb2,5.519a,1,,Ik weet dat hij heeft gemeend de waarheid te vertellen.,1
SoD-Verb2,5.519b,1,,Ik weet dat hij de waarheid meent te vertellen.,1
SoD-Verb2,5.519b,1,,Ik weet dat hij de waarheid heeft menen te vertellen.,1
SoD-Verb2,5.520a,1,,Ik weet dat Jan zijn dochter meende te hebben gezien.,1
SoD-Verb2,5.520a',1,,Ik weet dat zijn dochter meende te zijn gezien.,1
SoD-Verb2,5.520b,1,,Ik weet dat Jan zijn gestolen auto meende te hebben gezien.,1
SoD-Verb2,5.520b',0,*,Ik weet dat zijn gestolen auto meende te zijn gezien.,1
SoD-Verb2,5.521a,1,,Zijn dochter meende gezien te zijn.,0
SoD-Verb2,5.521b',1,,Zijn gestolen auto meende gezien te zijn.,0
SoD-Verb2,5.522a,1,,Ik weet dat wij onze computers jaarlijks plegen te controleren.,1
SoD-Verb2,5.522b,1,,Ik weet dat onze computers jaarlijks gecontroleerd plegen te worden.,1
SoD-Verb2,5.523b,1,,Onze computers plegen jaarlijks gecontroleerd te worden.,0
SoD-Verb2,5.524a,1,,Deze klok behoort dagelijks opgewonden te worden.,0
SoD-Verb2,5.524a,1,,Deze klok dient dagelijks opgewonden te worden.,0
SoD-Verb2,5.524b,1,,Deze klok hoeft niet dagelijks opgewonden te worden.,0
SoD-Verb2,5.525,1,,Jan wordt geacht dat boek te lezen.,0
SoD-Verb2,5.525,1,,Jan wordt verondersteld dat boek te lezen.,0
SoD-Verb2,5.526b,0,*,Jan wordt geprobeerd dat boek te lezen.,0
SoD-Verb2,5.527a',0,*,Wij achten Jan dat boek te lezen.,0
SoD-Verb2,5.527b',0,*,We veronderstellen Jan dat boek te lezen.,0
SoD-Verb2,5.528a,1,,We veronderstellen dat Jan dat boek leest.,0
SoD-Verb2,5.528a,0,*,We veronderstellen Marie dat Jan dat boek leest.,0
SoD-Verb2,5.528b,1,,Er wordt verondersteld dat Jan dat boek leest.,0
SoD-Verb2,5.528b',0,*,Marie wordt verondersteld dat Jan dat boek leest.,0
SoD-Verb2,5.530a,1,,Er wordt geacht geen verschil tussen man en vrouw te zijn.,0
SoD-Verb2,5.530b,1,,Er wordt verondersteld een gezagsverhouding aanwezig te zijn indien instructies worden gegeven.,1
SoD-Verb2,5.531a,0,*,Wij achten dat boek te lezen.,0
SoD-Verb2,5.532b,0,??,Jan wordt dat boek verondersteld te lezen.,0
SoD-Verb2,5.534a,1,,Jan beweert de beste te zijn.,0
SoD-Verb2,5.534c,0,*,Er wordt beweerd de beste te zijn.,0
SoD-Verb2,5.536a,1,,Jan probeerde om de deur te sluiten.,0
SoD-Verb2,5.536a,1,,Jan probeerde de deur te sluiten.,0
SoD-Verb2,5.536b,0,*,Jan werd geprobeerd de deur te sluiten.,0
SoD-Verb2,5.536b,0,*,Jan werd geprobeerd om de deur te sluiten.,0
SoD-Verb2,5.536c,1,,Er werd geprobeerd de deur te sluiten.,0
SoD-Verb2,5.536c,1,,Er werd geprobeerd om de deur te sluiten.,0
SoD-Verb2,5.541a,1,,Zij vertelde dat Jan ontkent het huis te kopen.,1
SoD-Verb2,5.541b,1,,Zij vertelde dat Jan het huis eindelijk durft te kopen.,1
SoD-Verb2,5.542a,1,,Jan probeerde dat boek te lezen.,0
SoD-Verb2,5.542c,1,,Jan blijkt dat boek te lezen.,0
SoD-Verb2,5.543a,1,,Jan beweert dat hij slim is.,1
SoD-Verb2,5.543a',0,*,Dat beweert.,0
SoD-Verb2,5.543b,1,,Dat blijkt.,0
SoD-Verb2,5.544a,0,*,Ik weet dat Jan heeft ontkennen het huis te kopen.,1
SoD-Verb2,5.544b,1,,Ik weet dat Jan eindelijk het huis heeft durven te kopen.,1
SoD-Verb2,5.544b,0,*,Ik weet dat Jan eindelijk het huis heeft gedurfd te kopen.,1
SoD-Verb2,5.546a,1,,Ik weet dat Jan heeft beweerd het huis te kopen.,1
SoD-Verb2,5.548b,1,,Ik weet dat Jan het huis heeft beweerd te kopen.,1
SoD-Verb2,5.552b,1,,Jan bleek dat boek te lezen.,0
SoD-Verb2,5.553a,1,,Er werd geprobeerd dat boek te lezen.,0
SoD-Verb2,5.553b,0,*,Er werd beweerd dat boek te lezen.,0
SoD-Verb2,5.554a,0,*,Jan werd geprobeerd om dat boek te lezen.,0
SoD-Verb2,5.555a,1,,Jan heeft geprobeerd dat boek te kopen.,0
SoD-Verb2,5.555a,0,*,Jan heeft proberen dat boek te kopen.,0
SoD-Verb2,5.555a,1,,Jan heeft geprobeerd om dat boek te kopen.,0
SoD-Verb2,5.555b,1,,Jan heeft beweerd dat boek te kopen.,0
SoD-Verb2,5.555b,0,*,Jan heeft beweren dat boek te kopen.,0
SoD-Verb2,5.556a,1,,Ik weet dat Jan dat boek lijkt te kopen.,1
SoD-Verb2,5.556b,0,*,Ik weet dat Jan dat boek heeft geleken te kopen.,1
SoD-Verb2,5.559a,1,,Ik weet dat Jan de waarheid niet durft te vertellen.,1
SoD-Verb2,5.559a,0,*?,Ik weet dat Jan niet durft de waarheid te vertellen.,1
SoD-Verb2,5.559b,0,*,Ik weet dat Jan de waarheid niet heeft gedurfd te vertellen.,1
SoD-Verb2,5.559c,1,,Jan durft dat niet.,0
SoD-Verb2,5.561a,1,,Ik weet dat Jan ontkent dat boek te lezen.,1
SoD-Verb2,5.561a',1,,Ik weet dat Jan heeft ontkend dat boek te lezen.,1
SoD-Verb2,5.561a',0,*,Ik weet dat Jan heeft ontkennen dat boek te lezen.,1
SoD-Verb2,5.561b,1,,Ik weet dat Jan dat boek niet durft te lezen.,1
SoD-Verb2,5.561b',0,*,Ik weet dat Jan dat boek niet heeft gedurfd te lezen.,1
SoD-Verb2,5.562a',1,,Ik herinner me dat Jan heeft beweerd dat boek te lezen.,1
SoD-Verb2,5.564a,1,,Ik herinner me dat Jan dat boek heeft proberen te lezen.,1
SoD-Verb2,5.564b,1,,Ik herinner me dat Jan dat boek heeft geprobeerd te lezen.,1
SoD-Verb2,5.564c,1,,Ik herinner me dat Jan heeft geprobeerd dat boek te lezen.,1
SoD-Verb2,5.565a,1,,Ik weet dat Jan het meisje een kus heeft proberen te geven.,1
SoD-Verb2,5.565a',0,*,Ik weet dat Jan het meisje heeft proberen een kus te geven.,1
SoD-Verb2,5.565b,1,,Ik weet dat Jan het meisje een kus geprobeerd heeft te geven.,1
SoD-Verb2,5.565b',1,,Ik weet dat Jan het meisje geprobeerd heeft een kus te geven.,1
SoD-Verb2,5.566a,1,,Ik weet dat Jan dat boek in ontvangst heeft proberen te nemen.,1
SoD-Verb2,5.566b',1,,Ik weet dat Jan dat boek geprobeerd heeft in ontvangst te nemen.,1
SoD-Verb2,5.567a,1,,Ik weet dat Jan dat boek heeft geprobeerd te lezen.,1
SoD-Verb2,5.567b,1,,Ik weet dat Jan heeft geprobeerd dat boek te lezen.,1
SoD-Verb2,5.568c,1,,Ik weet dat Jan geprobeerd heeft het meisje een kus te geven.,1
SoD-Verb2,5.569b,1,,Ik weet dat Jan dat boek heeft geprobeerd in ontvangst te nemen.,1
SoD-Verb2,5.569c,1,,Ik weet dat Jan heeft geprobeerd het boek in ontvangst te nemen.,1
SoD-Verb2,5.572a,1,,Ik weet dat Jan dat huis besluit te kopen.,1
SoD-Verb2,5.572c,0,*,Ik weet dat Jan dat huis heeft besluiten te kopen.,1
SoD-Verb2,5.573a,1,,Ik weet dat Jan dat huis besloot te kopen.,1
SoD-Verb2,5.573a,1,,Ik weet dat Jan besloot dat huis te kopen.,1
SoD-Verb2,5.573b,1,,Ik weet dat Jan Marie besloot dat boek te geven.,1
SoD-Verb2,5.573b,1,,Ik weet dat Jan besloot Marie dat boek te geven.,1
SoD-Verb2,5.573b',1,,Ik weet dat Jan Marie dat boek besloot te geven.,1
SoD-Verb2,5.573b'',0,*,Ik weet dat Jan dat boek besloot Marie te geven.,1
SoD-Verb2,5.573c,1,,Ik weet dat Jan op vader besloot te wachten.,1
SoD-Verb2,5.573c,1,,Ik weet dat Jan besloot op vader te wachten.,1
SoD-Verb2,5.574a',0,??,Ik weet dat Jan het hek donkerblauw besloten heeft te schilderen.,1
SoD-Verb2,5.574b',0,??,Ik weet dat Jan Marie op besloten heeft te bellen.,1
SoD-Verb2,5.574c',0,*?,Ik weet dat Jan dat boek nauwkeurig besloten heeft te lezen.,1
SoD-Verb2,5.575a,1,,Ik weet dat Jan de boeken naar Utrecht schijnt te sturen.,1
SoD-Verb2,5.575b,0,*,Ik weet dat Jan de boeken naar Utrecht heeft geschenen te sturen.,1
SoD-Verb2,5.576a,1,,Ik hoop dat deze conclusie blijkt juist te zijn.,1
SoD-Verb2,5.576b,1,,Ik weet dat deze conclusie is gebleken juist te zijn.,1
SoD-Verb2,5.577a,1,,Ik weet dat Jan beweert dat boek te lezen.,1
SoD-Verb2,5.577b,0,*,Ik weet dat er wordt beweerd dat boek te lezen.,1
SoD-Verb2,5.581a,0,*,Ik weet dat het hem het boek berouwt gekocht te hebben.,1
SoD-Verb2,5.581a,1,,Ik weet dat het hem berouwt het boek gekocht te hebben.,1
SoD-Verb2,5.581b,0,*,Ik weet dat Jan ertoe het boek neigt te kopen.,1
SoD-Verb2,5.581b,1,,Ik weet dat Jan ertoe neigt het boek te kopen.,1
SoD-Verb2,5.581c,0,??,Ik weet dat Peter Marie dat boek opdraagt te kopen.,1
SoD-Verb2,5.581c,1,,Ik weet dat Peter Marie opdraagt dat boek te kopen.,1
SoD-Verb2,5.582a,1,,Welk boek dacht Peter dat Marie wou kopen?,0
SoD-Verb2,5.582b,1,,Welk boek beloofde Peter dat hij zou kopen?,0
SoD-Verb2,5.583a,1,,Het spijt hem dat hij het boek gekocht heeft.,0
SoD-Verb2,5.583b,1,,Jan verlangt ernaar dat hij het boek kan kopen.,0
SoD-Verb2,5.583c',0,??,Welk boek heeft Jan toegezegd dat hij voor Marie koopt?,0
SoD-Verb2,5.585a,0,*,Ik weet dat Jan het dat boek beweerde te willen kopen.,1
SoD-Verb2,5.585a,1,,Ik weet dat Jan het beweerde dat boek te willen kopen.,1
SoD-Verb2,5.585b,0,*,Welk boek beweerde Jan het dat hij wilde kopen?,0
SoD-Verb2,5.585b,1,,Welk boek beweerde Jan dat hij wilde kopen?,0
SoD-Verb2,5.586a,0,*,Ik weet dat Jan het dat boek heeft geprobeerd te kopen.,1
SoD-Verb2,5.586a,1,,Ik weet dat Jan het heeft geprobeerd dat boek te kopen.,1
SoD-Verb2,5.586b,0,*,Welk boek probeerde Jan het te kopen?,0
SoD-Verb2,5.587a,1,,Ik weet dat Jan Marie verzocht het boek te kopen.,1
SoD-Verb2,5.587a,1,,Ik weet dat Jan haar verzocht het boek te kopen.,1
SoD-Verb2,5.587b,1,,Ik weet dat haar werd verzocht het boek te kopen.,1
SoD-Verb2,5.588b,0,*,Ik weet dat Jan haar het boek heeft verzoeken te kopen.,1
SoD-Verb2,5.589a,0,??,Ik weet dat Marie het boek werd verzocht te kopen.,1
SoD-Verb2,5.589b,0,*,Ik weet dat het Marie het boek werd verzocht te kopen.,1
SoD-Verb2,5.589b,0,*,Ik weet dat het haar het boek werd verzocht te kopen.,1
SoD-Verb2,5.589b,1,,Ik weet dat het Marie werd verzocht het boek te kopen.,1
SoD-Verb2,5.589b,1,,Ik weet dat het haar werd verzocht het boek te kopen.,1
SoD-Verb2,5.591a,1,,Ik heb gisteren geprobeerd die jongen te ontmoeten.,0
SoD-Verb2,5.591a,1,,Ik heb gisteren geprobeerd die jongen vandaag te ontmoeten.,0
SoD-Verb2,5.591b,1,,Ik heb die jongen gisteren proberen te ontmoeten.,0
SoD-Verb2,5.591b,0,*,Ik heb die jongen gisteren vandaag proberen te ontmoeten.,0
SoD-Verb2,5.592a,1,,Marie had gisteren geweigerd die jongen te helpen.,0
SoD-Verb2,5.592a,1,,Marie had gisteren geweigerd die jongen morgen te helpen.,0
SoD-Verb2,5.592a',1,,Marie had die jongen gisteren geweigerd te helpen.,0
SoD-Verb2,5.592b,1,,Marie had die jongen gisteren weigeren te helpen.,0
SoD-Verb2,5.594a,1,,Ik weet dat Jan heeft geprobeerd om dat boek te lezen.,1
SoD-Verb2,5.594c,1,,Ik weet dat Jan dat boek heeft proberen te lezen.,1
SoD-Verb2,5.595a,1,,Ik weet dat Jan een boek zit lezen.,1
SoD-Verb2,5.595a,0,*,Ik weet dat Jan een boek zit te lezen.,1
SoD-Verb2,5.595b,1,,Ik weet dat Jan een boek heeft zitten te lezen.,1
